,Date,Symbol,Momentum,Adj Close,Capitalization,Industry,Invest_Amount,Shares
7438,2015-09-10,CHENNPETRO,0.09881556683587141,198.2904052734375,SMALLCAP,OIL & GAS,19763.113367174283,100.0
7439,2015-09-10,BRITANNIA,0.09847715736040609,1335.6170654296875,LARGE,CONSUMER GOODS,19695.431472081218,15.0
7436,2015-09-10,CAPLIPOINT,0.09949238578680203,269.77838134765625,SMALLCAP,PHARMA,19898.477157360405,74.0
7425,2015-09-09,CAPLIPOINT,0.09983079526226735,275.9432983398437,SMALLCAP,PHARMA,19966.15905245347,72.0
7429,2015-09-09,BRITANNIA,0.09847715736040609,1342.8629150390625,LARGE,CONSUMER GOODS,19695.431472081218,15.0
7428,2015-09-09,CHENNPETRO,0.09881556683587141,198.68724060058602,SMALLCAP,OIL & GAS,19763.113367174283,99.0
7427,2015-09-09,TATAELXSI,0.09915397631133671,896.4114379882812,SMALLCAP,IT,19830.795262267344,22.0
7426,2015-09-09,BBTC,0.09949238578680203,445.9786376953125,MIDCAP,CONSUMER GOODS,19898.477157360405,45.0
7424,2015-09-09,NILKAMAL,0.10016920473773265,839.9413452148438,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,24.0
7423,2015-09-09,KEI,0.10050761421319797,94.09974670410156,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.522842639595,214.0
7422,2015-09-09,RAJESHEXPO,0.10084602368866329,470.5444030761719,MIDCAP,CONSUMER GOODS,20169.204737732656,43.0
7421,2015-09-09,WELSPUNIND,0.10135363790186125,68.62998962402344,SMALLCAP,TEXTILES,20270.72758037225,295.0
7420,2015-09-09,BLISSGVS,0.10135363790186125,170.3345184326172,SMALLCAP,PHARMA,20270.72758037225,119.0
7411,2015-09-08,KEI,0.10118443316412859,92.7288818359375,SMALLCAP,INDUSTRIAL MANUFACTURING,20236.886632825717,218.0
7412,2015-09-08,WELSPUNIND,0.10118443316412859,62.45899200439453,SMALLCAP,TEXTILES,20236.886632825717,324.0
7414,2015-09-08,NILKAMAL,0.10016920473773265,832.951416015625,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,24.0
7410,2015-09-08,BLISSGVS,0.10118443316412859,165.21240234375,SMALLCAP,PHARMA,20236.886632825717,122.0
7413,2015-09-08,RAJESHEXPO,0.10050761421319797,457.99993896484375,MIDCAP,CONSUMER GOODS,20101.522842639595,44.0
7416,2015-09-08,BBTC,0.09949238578680203,442.1040344238281,MIDCAP,CONSUMER GOODS,19898.477157360405,45.0
7415,2015-09-08,TATAELXSI,0.09983079526226735,865.4205932617188,SMALLCAP,IT,19966.15905245347,23.0
7417,2015-09-08,CAPLIPOINT,0.09915397631133671,270.798095703125,SMALLCAP,PHARMA,19830.795262267344,73.0
7418,2015-09-08,JCHAC,0.09881556683587141,1295.2144775390625,SMALLCAP,CONSUMER GOODS,19763.113367174283,15.0
7419,2015-09-08,RELAXO,0.09847715736040609,235.95968627929688,MIDCAP,CONSUMER GOODS,19695.431472081218,83.0
7409,2015-09-07,RELAXO,0.09847715736040609,240.9738006591797,MIDCAP,CONSUMER GOODS,19695.431472081218,82.0
7408,2015-09-07,BBTC,0.09881556683587141,443.9420166015625,MIDCAP,CONSUMER GOODS,19763.113367174283,45.0
7407,2015-09-07,JCHAC,0.09915397631133671,1272.695068359375,SMALLCAP,CONSUMER GOODS,19830.795262267344,16.0
7406,2015-09-07,CAPLIPOINT,0.09949238578680203,269.75967407226557,SMALLCAP,PHARMA,19898.477157360405,74.0
7405,2015-09-07,TATAELXSI,0.09983079526226735,793.24658203125,SMALLCAP,IT,19966.15905245347,25.0
7404,2015-09-07,NILKAMAL,0.10016920473773265,878.5774536132812,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,23.0
7403,2015-09-07,WELSPUNIND,0.10101522842639594,61.29925155639648,SMALLCAP,TEXTILES,20203.04568527919,330.0
7402,2015-09-07,KEI,0.10101522842639594,94.1976547241211,SMALLCAP,INDUSTRIAL MANUFACTURING,20203.04568527919,214.0
7401,2015-09-07,BLISSGVS,0.10101522842639594,154.14669799804688,SMALLCAP,PHARMA,20203.04568527919,131.0
7400,2015-09-07,RAJESHEXPO,0.10101522842639594,455.47113037109375,MIDCAP,CONSUMER GOODS,20203.04568527919,44.0
7392,2015-09-04,WELSPUNIND,0.10118443316412859,60.88840866088867,SMALLCAP,TEXTILES,20236.886632825717,332.0
7393,2015-09-04,KEI,0.10050761421319797,97.02554321289062,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.522842639595,207.0
7394,2015-09-04,NILKAMAL,0.10016920473773265,916.5433959960938,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,22.0
7391,2015-09-04,BLISSGVS,0.10118443316412859,157.5668487548828,SMALLCAP,PHARMA,20236.886632825717,128.0
7390,2015-09-04,RAJESHEXPO,0.10118443316412859,466.2306823730469,MIDCAP,CONSUMER GOODS,20236.886632825717,43.0
7395,2015-09-04,TATAELXSI,0.09983079526226735,814.0452880859375,SMALLCAP,IT,19966.15905245347,25.0
7396,2015-09-04,CAPLIPOINT,0.09949238578680203,280.0594482421875,SMALLCAP,PHARMA,19898.477157360405,71.0
7398,2015-09-04,BBTC,0.09881556683587141,448.1643371582031,MIDCAP,CONSUMER GOODS,19763.113367174283,44.0
7399,2015-09-04,BEML,0.09847715736040609,1169.5113525390625,SMALLCAP,INDUSTRIAL MANUFACTURING,19695.431472081218,17.0
7397,2015-09-04,JCHAC,0.09915397631133671,1319.0792236328125,SMALLCAP,CONSUMER GOODS,19830.795262267344,15.0
7384,2015-09-03,NILKAMAL,0.10016920473773265,970.787109375,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,21.0
7389,2015-09-03,JCHAC,0.09847715736040609,1358.5877685546875,SMALLCAP,CONSUMER GOODS,19695.431472081218,14.0
7388,2015-09-03,BEML,0.09881556683587141,1189.4886474609375,SMALLCAP,INDUSTRIAL MANUFACTURING,19763.113367174283,17.0
7387,2015-09-03,TATAELXSI,0.09915397631133671,859.0015869140625,SMALLCAP,IT,19830.795262267344,23.0
7386,2015-09-03,BBTC,0.09949238578680203,464.010498046875,MIDCAP,CONSUMER GOODS,19898.477157360405,43.0
7385,2015-09-03,CAPLIPOINT,0.09983079526226735,300.4533386230469,SMALLCAP,PHARMA,19966.15905245347,66.0
7383,2015-09-03,WELSPUNIND,0.10101522842639594,65.44605255126953,SMALLCAP,TEXTILES,20203.04568527919,309.0
7382,2015-09-03,KEI,0.10101522842639594,99.46337890625,SMALLCAP,INDUSTRIAL MANUFACTURING,20203.04568527919,203.0
7381,2015-09-03,BLISSGVS,0.10101522842639594,163.42575073242188,SMALLCAP,PHARMA,20203.04568527919,124.0
7380,2015-09-03,RAJESHEXPO,0.10101522842639594,488.791015625,MIDCAP,CONSUMER GOODS,20203.04568527919,41.0
7371,2015-09-02,BLISSGVS,0.10118443316412859,150.41123962402344,SMALLCAP,PHARMA,20236.886632825717,135.0
7372,2015-09-02,WELSPUNIND,0.10118443316412859,65.32622528076172,SMALLCAP,TEXTILES,20236.886632825717,310.0
7374,2015-09-02,CAPLIPOINT,0.10016920473773265,261.3495483398437,SMALLCAP,PHARMA,20033.84094754653,77.0
7370,2015-09-02,RAJESHEXPO,0.10118443316412859,484.0806274414063,MIDCAP,CONSUMER GOODS,20236.886632825717,42.0
7373,2015-09-02,KEI,0.10050761421319797,98.0006866455078,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.522842639595,205.0
7376,2015-09-02,NILKAMAL,0.09949238578680203,942.635986328125,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.477157360405,21.0
7375,2015-09-02,BBTC,0.09983079526226735,457.6025085449219,MIDCAP,CONSUMER GOODS,19966.15905245347,44.0
7377,2015-09-02,TATAELXSI,0.09915397631133671,850.5808715820312,SMALLCAP,IT,19830.795262267344,23.0
7378,2015-09-02,BEML,0.09881556683587141,1172.544189453125,SMALLCAP,INDUSTRIAL MANUFACTURING,19763.113367174283,17.0
7379,2015-09-02,RELAXO,0.09847715736040609,252.681640625,MIDCAP,CONSUMER GOODS,19695.431472081218,78.0
7369,2015-09-01,RELAXO,0.09847715736040609,256.60891723632807,MIDCAP,CONSUMER GOODS,19695.431472081218,77.0
7368,2015-09-01,NILKAMAL,0.09881556683587141,914.8199462890624,SMALLCAP,INDUSTRIAL MANUFACTURING,19763.113367174283,22.0
7367,2015-09-01,TATAELXSI,0.09915397631133671,831.6689453125,SMALLCAP,IT,19830.795262267344,24.0
7366,2015-09-01,CAPLIPOINT,0.09949238578680203,258.09405517578125,SMALLCAP,PHARMA,19898.477157360405,77.0
7365,2015-09-01,BBTC,0.09983079526226735,457.3541259765625,MIDCAP,CONSUMER GOODS,19966.15905245347,44.0
7364,2015-09-01,JCHAC,0.10016920473773265,1371.98974609375,SMALLCAP,CONSUMER GOODS,20033.84094754653,15.0
7363,2015-09-01,KEI,0.10050761421319797,98.53699493408205,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.522842639595,204.0
7362,2015-09-01,WELSPUNIND,0.10118443316412859,64.87689208984375,SMALLCAP,TEXTILES,20236.886632825717,312.0
7361,2015-09-01,BLISSGVS,0.10118443316412859,146.67730712890625,SMALLCAP,PHARMA,20236.886632825717,138.0
7360,2015-09-01,RAJESHEXPO,0.10118443316412859,476.395263671875,MIDCAP,CONSUMER GOODS,20236.886632825717,42.0
7351,2015-08-31,WELSPUNIND,0.10135363790186125,66.06229400634766,SMALLCAP,TEXTILES,20270.72758037225,307.0
7352,2015-08-31,KEI,0.10084602368866329,101.90118408203124,SMALLCAP,INDUSTRIAL MANUFACTURING,20169.204737732656,198.0
7356,2015-08-31,NILKAMAL,0.09949238578680203,977.1546630859376,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.477157360405,20.0
7350,2015-08-31,BLISSGVS,0.10135363790186125,154.52818298339844,SMALLCAP,PHARMA,20270.72758037225,131.0
7354,2015-08-31,JCHAC,0.10016920473773265,1421.1138916015625,SMALLCAP,CONSUMER GOODS,20033.84094754653,14.0
7353,2015-08-31,RAJESHEXPO,0.10050761421319797,502.27764892578125,MIDCAP,CONSUMER GOODS,20101.522842639595,40.0
7357,2015-08-31,TATAELXSI,0.09915397631133671,845.9564208984375,SMALLCAP,IT,19830.795262267344,23.0
7355,2015-08-31,BBTC,0.09983079526226735,469.5244445800781,MIDCAP,CONSUMER GOODS,19966.15905245347,43.0
7358,2015-08-31,CAPLIPOINT,0.09881556683587141,263.0521850585937,SMALLCAP,PHARMA,19763.113367174283,75.0
7359,2015-08-31,RELAXO,0.09847715736040609,257.69577026367193,MIDCAP,CONSUMER GOODS,19695.431472081218,76.0
7345,2015-08-28,BBTC,0.09983079526226735,475.13763427734375,MIDCAP,CONSUMER GOODS,19966.15905245347,42.0
7340,2015-08-28,BLISSGVS,0.10135363790186125,150.50697326660156,SMALLCAP,PHARMA,20270.72758037225,135.0
7341,2015-08-28,WELSPUNIND,0.10135363790186125,65.95960235595703,SMALLCAP,TEXTILES,20270.72758037225,307.0
7342,2015-08-28,JCHAC,0.10084602368866329,1382.601806640625,SMALLCAP,CONSUMER GOODS,20169.204737732656,15.0
7343,2015-08-28,KEI,0.10050761421319797,102.09622192382812,SMALLCAP,INDUSTRIAL MANUFACTURING,20101.522842639595,197.0
7344,2015-08-28,RAJESHEXPO,0.10016920473773265,512.9381103515625,MIDCAP,CONSUMER GOODS,20033.84094754653,39.0
7346,2015-08-28,TATAELXSI,0.09949238578680203,858.1502685546875,SMALLCAP,IT,19898.477157360405,23.0
7347,2015-08-28,RELAXO,0.09915397631133671,259.84469604492193,MIDCAP,CONSUMER GOODS,19830.795262267344,76.0
7348,2015-08-28,CCL,0.09881556683587141,202.80465698242188,SMALLCAP,CONSUMER GOODS,19763.113367174283,97.0
7349,2015-08-28,BEML,0.09847715736040609,1216.6865234375,SMALLCAP,INDUSTRIAL MANUFACTURING,19695.431472081218,16.0
7334,2015-08-27,KEI,0.10016920473773265,102.09622192382812,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,196.0
7330,2015-08-27,BLISSGVS,0.10135363790186125,140.21467590332028,SMALLCAP,PHARMA,20270.72758037225,145.0
7331,2015-08-27,WELSPUNIND,0.10135363790186125,64.89400482177734,SMALLCAP,TEXTILES,20270.72758037225,312.0
7332,2015-08-27,JCHAC,0.10084602368866329,1366.2105712890625,SMALLCAP,CONSUMER GOODS,20169.204737732656,15.0
7333,2015-08-27,RAJESHEXPO,0.10050761421319797,513.1363525390625,MIDCAP,CONSUMER GOODS,20101.522842639595,39.0
7337,2015-08-27,RELAXO,0.09915397631133671,266.5877685546875,MIDCAP,CONSUMER GOODS,19830.795262267344,74.0
7335,2015-08-27,CAPLIPOINT,0.09983079526226735,244.7819366455078,SMALLCAP,PHARMA,19966.15905245347,82.0
7336,2015-08-27,TATAELXSI,0.09949238578680203,852.6975708007812,SMALLCAP,IT,19898.477157360405,23.0
7338,2015-08-27,CCL,0.09881556683587141,204.69142150878903,SMALLCAP,CONSUMER GOODS,19763.113367174283,97.0
7339,2015-08-27,BBTC,0.09847715736040609,474.2931823730469,MIDCAP,CONSUMER GOODS,19695.431472081218,42.0
7320,2015-08-26,BLISSGVS,0.10135363790186125,129.63516235351562,SMALLCAP,PHARMA,20270.72758037225,156.0
7329,2015-08-26,CCL,0.09847715736040609,194.3372039794922,SMALLCAP,CONSUMER GOODS,19695.431472081218,101.0
7328,2015-08-26,BBTC,0.09881556683587141,463.16607666015625,MIDCAP,CONSUMER GOODS,19763.113367174283,43.0
7327,2015-08-26,TATAELXSI,0.09915397631133671,823.96142578125,SMALLCAP,IT,19830.795262267344,24.0
7326,2015-08-26,RELAXO,0.09949238578680203,245.197509765625,MIDCAP,CONSUMER GOODS,19898.477157360405,81.0
7325,2015-08-26,CAPLIPOINT,0.09983079526226735,237.1576385498047,SMALLCAP,PHARMA,19966.15905245347,84.0
7324,2015-08-26,KEI,0.10016920473773265,97.6593780517578,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,205.0
7323,2015-08-26,RAJESHEXPO,0.10050761421319797,501.2860107421875,MIDCAP,CONSUMER GOODS,20101.522842639595,40.0
7322,2015-08-26,JCHAC,0.10084602368866329,1318.4315185546875,SMALLCAP,CONSUMER GOODS,20169.204737732656,15.0
7321,2015-08-26,WELSPUNIND,0.10135363790186125,62.51461791992188,SMALLCAP,TEXTILES,20270.72758037225,324.0
7311,2015-08-25,BLISSGVS,0.10101522842639594,141.21998596191406,SMALLCAP,PHARMA,20203.04568527919,143.0
7312,2015-08-25,JCHAC,0.10101522842639594,1355.0006103515625,SMALLCAP,CONSUMER GOODS,20203.04568527919,15.0
7314,2015-08-25,CAPLIPOINT,0.10016920473773265,235.1650390625,SMALLCAP,PHARMA,20033.84094754653,85.0
7310,2015-08-25,RAJESHEXPO,0.10101522842639594,505.8476867675781,MIDCAP,CONSUMER GOODS,20203.04568527919,40.0
7313,2015-08-25,WELSPUNIND,0.10101522842639594,62.9981918334961,SMALLCAP,TEXTILES,20203.04568527919,321.0
7315,2015-08-25,KEI,0.09983079526226735,96.92803192138672,SMALLCAP,INDUSTRIAL MANUFACTURING,19966.15905245347,206.0
7316,2015-08-25,RELAXO,0.09949238578680203,237.68869018554688,MIDCAP,CONSUMER GOODS,19898.477157360405,84.0
7317,2015-08-25,TATAELXSI,0.09915397631133671,812.3887329101562,SMALLCAP,IT,19830.795262267344,24.0
7318,2015-08-25,CCL,0.09881556683587141,196.22393798828125,SMALLCAP,CONSUMER GOODS,19763.113367174283,101.0
7319,2015-08-25,NILKAMAL,0.09847715736040609,821.0303344726562,SMALLCAP,INDUSTRIAL MANUFACTURING,19695.431472081218,24.0
7304,2015-08-24,KEI,0.10016920473773265,95.5628433227539,SMALLCAP,INDUSTRIAL MANUFACTURING,20033.84094754653,210.0
7300,2015-08-24,RAJESHEXPO,0.10101522842639594,466.6769409179688,MIDCAP,CONSUMER GOODS,20203.04568527919,43.0
7301,2015-08-24,BLISSGVS,0.10101522842639594,134.75740051269528,SMALLCAP,PHARMA,20203.04568527919,150.0
7302,2015-08-24,JCHAC,0.10101522842639594,1290.880126953125,SMALLCAP,CONSUMER GOODS,20203.04568527919,16.0
7303,2015-08-24,WELSPUNIND,0.10101522842639594,62.343421936035156,SMALLCAP,TEXTILES,20203.04568527919,324.0
7305,2015-08-24,CAPLIPOINT,0.09983079526226735,238.5889587402344,SMALLCAP,PHARMA,19966.15905245347,84.0
7306,2015-08-24,RELAXO,0.09949238578680203,249.76702880859366,MIDCAP,CONSUMER GOODS,19898.477157360405,80.0
7307,2015-08-24,CCL,0.09915397631133671,200.0435333251953,SMALLCAP,CONSUMER GOODS,19830.795262267344,99.0
7308,2015-08-24,TATAELXSI,0.09881556683587141,778.4758911132812,SMALLCAP,IT,19763.113367174283,25.0
7309,2015-08-24,BBTC,0.09847715736040609,457.8011779785156,MIDCAP,CONSUMER GOODS,19695.431472081218,43.0
7294,2015-08-21,CAPLIPOINT,0.10016920473773265,275.27914428710943,SMALLCAP,PHARMA,20033.84094754653,73.0
7290,2015-08-21,RAJESHEXPO,0.10101522842639594,561.2816162109375,MIDCAP,CONSUMER GOODS,20203.04568527919,36.0
7291,2015-08-21,BLISSGVS,0.10101522842639594,159.65040588378906,SMALLCAP,PHARMA,20203.04568527919,127.0
7292,2015-08-21,JCHAC,0.10101522842639594,1324.2109375,SMALLCAP,CONSUMER GOODS,20203.04568527919,15.0
7293,2015-08-21,WELSPUNIND,0.10101522842639594,72.53287506103516,SMALLCAP,TEXTILES,20203.04568527919,279.0
7295,2015-08-21,CCL,0.09983079526226735,212.0084228515625,SMALLCAP,CONSUMER GOODS,19966.15905245347,94.0
7297,2015-08-21,KEI,0.09915397631133671,108.0932846069336,SMALLCAP,INDUSTRIAL MANUFACTURING,19830.795262267344,183.0
7298,2015-08-21,AJANTPHARM,0.09881556683587141,1571.3267822265625,MIDCAP,PHARMA,19763.113367174283,13.0
7299,2015-08-21,BBTC,0.09847715736040609,554.4679565429689,MIDCAP,CONSUMER GOODS,19695.431472081218,36.0
7296,2015-08-21,RELAXO,0.09949238578680203,273.92364501953125,MIDCAP,CONSUMER GOODS,19898.477157360405,73.0
7285,2015-08-20,KEI,0.09983079526226735,111.7012710571289,SMALLCAP,INDUSTRIAL MANUFACTURING,19966.15905245347,179.0
7289,2015-08-20,BBTC,0.09847715736040609,573.1953125,MIDCAP,CONSUMER GOODS,19695.431472081218,34.0
7288,2015-08-20,CCL,0.09881556683587141,215.22972106933602,SMALLCAP,CONSUMER GOODS,19763.113367174283,92.0
7287,2015-08-20,AJANTPHARM,0.09915397631133671,1571.5186767578125,MIDCAP,PHARMA,19830.795262267344,13.0
7286,2015-08-20,RELAXO,0.09949238578680203,266.29135131835943,MIDCAP,CONSUMER GOODS,19898.477157360405,75.0
7284,2015-08-20,RAJESHEXPO,0.10016920473773265,582.751220703125,MIDCAP,CONSUMER GOODS,20033.84094754653,34.0
7283,2015-08-20,WELSPUNIND,0.10050761421319797,72.438720703125,SMALLCAP,TEXTILES,20101.522842639595,277.0
7282,2015-08-20,JCHAC,0.10118443316412859,1353.20703125,SMALLCAP,CONSUMER GOODS,20236.886632825717,15.0
7281,2015-08-20,CAPLIPOINT,0.10118443316412859,255.2781524658203,SMALLCAP,PHARMA,20236.886632825717,79.0
7280,2015-08-20,BLISSGVS,0.10118443316412859,160.41635131835938,SMALLCAP,PHARMA,20236.886632825717,126.0
7271,2015-08-19,CAPLIPOINT,0.10118443316412859,252.02267456054688,SMALLCAP,PHARMA,20236.886632825717,80.0
7272,2015-08-19,JCHAC,0.10118443316412859,1379.961181640625,SMALLCAP,CONSUMER GOODS,20236.886632825717,15.0
7274,2015-08-19,RAJESHEXPO,0.10016920473773265,599.3119506835938,MIDCAP,CONSUMER GOODS,20033.84094754653,33.0
7270,2015-08-19,BLISSGVS,0.10118443316412859,170.66075134277344,SMALLCAP,PHARMA,20236.886632825717,119.0
7273,2015-08-19,WELSPUNIND,0.10050761421319797,75.01925659179688,SMALLCAP,TEXTILES,20101.522842639595,268.0
7275,2015-08-19,KEI,0.09983079526226735,113.65152740478516,SMALLCAP,INDUSTRIAL MANUFACTURING,19966.15905245347,176.0
7276,2015-08-19,RELAXO,0.09949238578680203,273.67672729492193,MIDCAP,CONSUMER GOODS,19898.477157360405,73.0
7277,2015-08-19,BBTC,0.09915397631133671,589.9852905273438,MIDCAP,CONSUMER GOODS,19830.795262267344,34.0
7278,2015-08-19,AJANTPHARM,0.09881556683587141,1606.9405517578125,MIDCAP,PHARMA,19763.113367174283,12.0
7279,2015-08-19,MINDACORP,0.09847715736040609,81.25408935546875,SMALLCAP,AUTOMOBILE,19695.431472081218,242.0
7265,2015-08-18,BBTC,0.09983079526226735,595.9462890625,MIDCAP,CONSUMER GOODS,19966.15905245347,34.0
7260,2015-08-18,BLISSGVS,0.10118443316412859,172.43199157714844,SMALLCAP,PHARMA,20236.886632825717,117.0
7261,2015-08-18,CAPLIPOINT,0.10118443316412859,253.00494384765625,SMALLCAP,PHARMA,20236.886632825717,80.0
7262,2015-08-18,JCHAC,0.10118443316412859,1364.7158203125,SMALLCAP,CONSUMER GOODS,20236.886632825717,15.0
7263,2015-08-18,WELSPUNIND,0.10050761421319797,71.766845703125,SMALLCAP,TEXTILES,20101.522842639595,280.0
7264,2015-08-18,RAJESHEXPO,0.10016920473773265,600.898681640625,MIDCAP,CONSUMER GOODS,20033.84094754653,33.0
7266,2015-08-18,KEI,0.09949238578680203,111.11617279052734,SMALLCAP,INDUSTRIAL MANUFACTURING,19898.477157360405,179.0
7267,2015-08-18,AJANTPHARM,0.09915397631133671,1581.885986328125,MIDCAP,PHARMA,19830.795262267344,13.0
7268,2015-08-18,SPARC,0.09881556683587141,397.0979919433594,SMALLCAP,PHARMA,19763.113367174283,50.0
7269,2015-08-18,MINDACORP,0.09847715736040609,81.25408935546875,SMALLCAP,AUTOMOBILE,19695.431472081218,242.0
7254,2015-08-17,RAJESHEXPO,0.10016920473773265,568.1737670898438,MIDCAP,CONSUMER GOODS,20033.84094754653,35.0
7250,2015-08-17,BLISSGVS,0.10135363790186125,175.5436248779297,SMALLCAP,PHARMA,20270.72758037225,115.0
7251,2015-08-17,JCHAC,0.10135363790186125,1345.7835693359375,SMALLCAP,CONSUMER GOODS,20270.72758037225,15.0
7252,2015-08-17,CAPLIPOINT,0.10084602368866329,245.9325714111328,SMALLCAP,PHARMA,20169.204737732656,82.0
7253,2015-08-17,WELSPUNIND,0.10050761421319797,68.87392425537111,SMALLCAP,TEXTILES,20101.522842639595,292.0
7255,2015-08-17,BBTC,0.09983079526226735,586.2100830078125,MIDCAP,CONSUMER GOODS,19966.15905245347,34.0
7256,2015-08-17,SPARC,0.09949238578680203,399.3330078125,SMALLCAP,PHARMA,19898.477157360405,50.0
7257,2015-08-17,AJANTPHARM,0.09915397631133671,1594.029296875,MIDCAP,PHARMA,19830.795262267344,12.0
7258,2015-08-17,RELAXO,0.09881556683587141,272.93569946289057,MIDCAP,CONSUMER GOODS,19763.113367174283,72.0
7259,2015-08-17,BHARATRAS,0.09847715736040609,1097.7183837890623,SMALLCAP,FERTILISERS & PESTICIDES,19695.431472081218,18.0
7249,2015-08-14,CCL,0.09847715736040609,215.09165954589844,SMALLCAP,CONSUMER GOODS,19695.431472081218,92.0
7248,2015-08-14,BBTC,0.09881556683587141,571.0593872070312,MIDCAP,CONSUMER GOODS,19763.113367174283,35.0
7247,2015-08-14,SPARC,0.09915397631133671,400.0780029296875,SMALLCAP,PHARMA,19830.795262267344,50.0
7246,2015-08-14,RELAXO,0.09949238578680203,270.49038696289057,MIDCAP,CONSUMER GOODS,19898.477157360405,74.0
7245,2015-08-14,BHARATRAS,0.09983079526226735,1071.414794921875,SMALLCAP,FERTILISERS & PESTICIDES,19966.15905245347,19.0
7244,2015-08-14,RAJESHEXPO,0.10016920473773265,565.6945190429688,MIDCAP,CONSUMER GOODS,20033.84094754653,35.0
7243,2015-08-14,WELSPUNIND,0.10050761421319797,69.05365753173828,SMALLCAP,TEXTILES,20101.522842639595,291.0
7242,2015-08-14,CAPLIPOINT,0.10084602368866329,227.73719787597656,SMALLCAP,PHARMA,20169.204737732656,89.0
7241,2015-08-14,JCHAC,0.10135363790186125,1353.1072998046875,SMALLCAP,CONSUMER GOODS,20270.72758037225,15.0
7240,2015-08-14,BLISSGVS,0.10135363790186125,178.703125,SMALLCAP,PHARMA,20270.72758037225,113.0
7231,2015-08-13,JCHAC,0.10135363790186125,1308.4173583984375,SMALLCAP,CONSUMER GOODS,20270.72758037225,15.0
7232,2015-08-13,CAPLIPOINT,0.10084602368866329,223.34034729003903,SMALLCAP,PHARMA,20169.204737732656,90.0
7235,2015-08-13,BHARATRAS,0.09983079526226735,1035.3970947265623,SMALLCAP,FERTILISERS & PESTICIDES,19966.15905245347,19.0
7230,2015-08-13,BLISSGVS,0.10135363790186125,155.67709350585938,SMALLCAP,PHARMA,20270.72758037225,130.0
7233,2015-08-13,WELSPUNIND,0.10050761421319797,67.23487854003906,SMALLCAP,TEXTILES,20101.522842639595,299.0
7234,2015-08-13,CCL,0.10016920473773265,209.10919189453125,SMALLCAP,CONSUMER GOODS,20033.84094754653,96.0
7236,2015-08-13,RELAXO,0.09949238578680203,263.79666137695307,MIDCAP,CONSUMER GOODS,19898.477157360405,75.0
7237,2015-08-13,KEI,0.09915397631133671,94.97776794433594,SMALLCAP,INDUSTRIAL MANUFACTURING,19830.795262267344,209.0
7238,2015-08-13,AEGISCHEM,0.09881556683587141,78.16938781738281,SMALLCAP,OIL & GAS,19763.113367174283,253.0
